"address","infoSnippet","name","phone","rating","reviewSnippet","url","website"
"310 Capitol St Suite B, Salinas, CA 93901",,"Chilton & House Inc","(831) 585-1762","5","Robert is the best there so nice and they know a lot!!""","https://www.yellowpages.com/salinas-ca/mip/chilton-house-inc-478568137?lid=1002162654977","http://www.chiltonhousellp.com"
"1011 S Victoria Ave, Corona, CA 92879",,"Danieri T W Ronald Law & Mediation","(951) 734-5377",,,"https://www.yellowpages.com/corona-ca/mip/danieri-t-w-ronald-law-mediation-495767941?lid=1000398244531","http://www.danierilaw.com"
"10995 Eucalyptus St, Rancho Cucamonga, CA 91730","Attorney Tina ChenTina Chens wide range of practical experience as an attorney includes the handling of cases relating to dissolution, paternity, dependency,…","Law  Office of Tina Chen","(909) 259-9490",,,"https://www.yellowpages.com/rancho-cucamonga-ca/mip/law-office-of-tina-chen-504918250?lid=1000723033412","http://www.tinachenlaw.com"
"21 Santa Rosa St, San Luis Obispo, CA 93405","With a background in civil litigation, Greg has concentrated his practice in family law since 1994. His experience as a litigator and negotiator gives Greg a…","Wendt & Abel A Professional Law Corporation","(805) 543-3287",,,"https://www.yellowpages.com/san-luis-obispo-ca/mip/wendt-abel-a-professional-law-corporation-5180154?lid=1001595783458",
"772 Santa Rosa St, San Luis Obispo, CA 93401","Matthew S. Kennedy graduated with his Juris Doctorate of Law in June 1986. Practicing law since 1986 in all aspects of Real Estate law, Business and Civil…","Kennedy Realty Inc","(805) 544-5002",,,"https://www.yellowpages.com/san-luis-obispo-ca/mip/kennedy-realty-inc-533812769?lid=1001953038035","http://www.kennedylawrealty.com"
"3600 Wilshire Blvd, Los Angeles, CA 90010",,"Law Offices Of Jeff Mann","(213) 480-1902","5","Mr. Mann was an amazing help to me. I couldn't ask for more excellent work. I was involved in a terrible car accident in downtown and he helped me with my rehabilitation and…","https://www.yellowpages.com/los-angeles-ca/mip/law-offices-of-jeff-mann-540709623?lid=1001783805486","https://www.jeffmannlaw.com"
"1919 Grand Canal Blvd Ste C4, Stockton, CA 95207","Estate Planning, Probate & Trust Administration","Law Office of June D. Jantz","(209) 451-9375",,,"https://www.yellowpages.com/stockton-ca/mip/law-office-of-june-d-jantz-544819604?lid=1002124655478","http://jantzlaw.com/contact"
"2333 Merced St, Fresno, CA 93721","The criminal defense attorneys at the Law Offices of Nuttall, Coleman & Drandell, a leading Fresno criminal defense law firm, have more than 100 years of…","Nuttall  & Coleman","(559) 233-2900",,,"https://www.yellowpages.com/fresno-ca/mip/nuttall-coleman-545321635?lid=1002018149306","http://www.nuttallcoleman.com"
"4 Jean St, Valley Springs, CA 95252","Serving Calaveras, San Joaquin, Amador, Tuloumne, and Surrounding Areas. Specializing in Family Law, Criminal Law, Civil Litigation, Personal Injury, Religious…","Chavez-Ochoa Law Offices","(209) 772-3013",,,"https://www.yellowpages.com/valley-springs-ca/mip/chavez-ochoa-law-offices-5541293?lid=1001769948551","http://www.chavez-ochoalawoffices.com/"
"516 West Shaw Avenue, Fresno, CA 93704","Mr. Oren focuses all of his attention on one area of law so that you can rest assure that your employment matter is in the right hands. If you have a dispute…","Oren Eric P. Law Offices Of Inc.","(559) 389-7619",,,"https://www.yellowpages.com/fresno-ca/mip/oren-eric-p-law-offices-of-inc-921742?lid=1000346119885","http://www.ericorenlaw.com"
,,"Attorneys Collectors & Investigators","(844) 556-6101","5","So amzing and lovely experience with you""","https://www.yellowpages.com/nationwide/mip/attorneys-collectors-investigators-482249945?lid=1001314814087","http://www.dlrfirm.com/who-we-are/"
,,"Debt Collection Firm","(844) 840-8576","4.5","You guys are great we will definitely be using your services again!  We really appreciate your hard work with our account!​""","https://www.yellowpages.com/nationwide/mip/debt-collection-firm-496284263?lid=1001328710934","https://dlrcollectionagency.com/"
"18826 N Lower Sacramento Rd, Woodbridge, CA 95258",,"Thomas Randy E Attorney at Law","(209) 369-9255",,,"https://www.yellowpages.com/woodbridge-ca/mip/thomas-randy-e-attorney-at-law-10204901?lid=1001722486005","http://www.randythomaslaw.com"
"750 B St, San Diego, CA 92101","Branton & Wilson, a law firm located in San Diego, specializes in the practice areas of business law, family law, litigation, pension and employee benefits, real…","Seltzer Caplan McMahon Vitek A Law Corp","(619) 685-3003",,,"https://www.yellowpages.com/san-diego-ca/mip/seltzer-caplan-mcmahon-vitek-a-law-corp-10766724?lid=1001769944188","http://www.scmv.com"
"702 Marshall St, Redwood City, CA 94063",,"Solomon Mark J Law Offices","(650) 364-6002",,,"https://www.yellowpages.com/redwood-city-ca/mip/solomon-mark-j-law-offices-10959093?lid=1000258269958",
"1400 Rollins Rd, Burlingame, CA 94010",,"Kuehn Barbara J Law & Mediation Offices","(650) 401-2320",,,"https://www.yellowpages.com/burlingame-ca/mip/kuehn-barbara-j-law-mediation-offices-1115034?lid=1001739473797","http://www.bbqnesq.com"
"3743 Railroad Ave, Pittsburg, CA 94565","The Law Offices of Webster & Webster offer excellent legal services to businesses and residents throughout the Pittsburg, Calif, area. Attorneys Fredric L.…","Webster & Webster Law Office","(925) 526-0035",,,"https://www.yellowpages.com/pittsburg-ca/mip/webster-webster-law-office-11223417?lid=1001583198476","http://websterlaw4u.com/"
"222 W Madison Ave, El Cajon, CA 92020","Our Firm Handles Legal Matters in the Following Areas: *General Civil Litigation *Bankruptcy *Debt Relief *Chapter 7 *Insolvency *Corporation *Business…","Peterson Burnell Glauser & Allred","(619) 333-8878",,,"https://www.yellowpages.com/el-cajon-ca/mip/peterson-burnell-glauser-allred-11691744?lid=1002069220006","http://www.eastcountylaw.com"
"4094 Chestnut St, Riverside, CA 92501",,"Cullen Heather Law Office Of","(951) 715-4632","5","In an extremely difficult time, Heather and her staff were supportive, kept me informed on what to expect and what was next, and provided me assurance that I would be able to…","https://www.yellowpages.com/riverside-ca/mip/cullen-heather-law-office-of-11716754?lid=1000088535235","https://www.cullenmurphynaples.com"
"5150 Sunrise Blvd, Fair Oaks, CA 95628",,"Hill & Morris Attorneys At Law","(916) 671-1144",,,"https://www.yellowpages.com/fair-oaks-ca/mip/hill-morris-attorneys-at-law-11792977?lid=1001930975268",
"45160 Main St, Mendocino, CA 95460",,"O'Rourke, Margaret Mary","(707) 937-4212",,,"https://www.yellowpages.com/mendocino-ca/mip/orourke-margaret-mary-11892779?lid=1001616293743","https://mendocinolegal.org"
"1026 3rd St, Eureka, CA 95501","Greg Rael graduated from Stanford Law School in 1976 and began his career in the Humboldt County Public Defender's Office. For the next five years he served as a…","Greg Rael Law Offices","(707) 445-9666",,,"https://www.yellowpages.com/eureka-ca/mip/greg-rael-law-offices-11953217?lid=1000621466457","http://www.raellaw.com"
"106 Central Ave, Salinas, CA 93901","No IYP Received.","McCain, Michelle Noble","(831) 287-5715",,,"https://www.yellowpages.com/salinas-ca/mip/mccain-michelle-noble-12143865?lid=1000581398203","http://www.michellenoblemccain.com"
"2441 G St, Bakersfield, CA 93301","Are you struggling to make payments on your debts? Are you worried that you will lose your home in foreclosure? We can help. Hire our bankruptcy attorneys who've…","Williams And Williams Inc","(661) 323-7933",,,"https://www.yellowpages.com/bakersfield-ca/mip/williams-and-williams-inc-12288361?lid=1000088628166","http://www.kernbankruptcy.law"
,,"Bruner, Michael W CPA","(707) 545-0928",,,"https://www.yellowpages.com/nationwide/mip/bruner-michael-w-cpa-12570843?lid=1001722671460",
"1610 West St, Redding, CA 96001",,"Dean Law Firm","(530) 246-7691","1","Horrible. Does not know landlord tenant law. Do not hire. Posts notices with duct tape...no letterhead. Bullies women and children""","https://www.yellowpages.com/redding-ca/mip/dean-law-firm-13040861?lid=1000088612572","http://reddingrealestateattorney.com"
"1565 The Alameda, San Jose, CA 95126",,"Sullivan, Gary W","(408) 971-1340",,,"https://www.yellowpages.com/san-jose-ca/mip/sullivan-gary-w-1330018?lid=1001509870889",
"389 Connors Court Suite G, Chico, CA 95926","Were you hurt on the job or while working? Do you feel like your not getting the benefits you're entitled to? Are you worried that you're being taken advantage…","Law Office of Harley Merritt","(530) 433-9986",,,"https://www.yellowpages.com/chico-ca/mip/law-office-of-harley-merritt-13713292?lid=1002073509803","http://www.lawofficeofharleymerritt.com"
"4142 S Demaree St Suite A, Visalia, CA 93277",,"Karen Munger Insurance Services","(559) 737-9660","5","I was new to Medicare and knew I needed a supplemental insurance but had no idea what to do. Then I found Karen Munger and ALL of my questions were answered!!  Karen is a…","https://www.yellowpages.com/visalia-ca/mip/karen-munger-insurance-services-13893309?lid=1001978402648","http://www.karenmungerins.com"
"2068 Talbert Dr. #300, Chico, CA 95928","JANE MARTIN is an Attorney-Supervised Paralegal and Legal Document Preparer. She is available to assist Self-Represented clients for any California Superior…","Access Court Services","(530) 899-8570",,,"https://www.yellowpages.com/chico-ca/mip/access-court-services-15062476?lid=1001866630106","http://www.accesscourtservice.com"
"8 Corporate Park Ste 300, Irvine, CA 92606","Attorney Pete Wittlin has been practicing bankruptcy law and assisting clients in Orange County with Debt Reorganization since 1979. A seasoned bankruptcy…","Peter C Wittlin Attorney","(949) 430-6529",,,"https://www.yellowpages.com/irvine-ca/mip/peter-c-wittlin-attorney-1609826?lid=1002047582501",
"25050 Avenue Kearny Ste 107, Valencia, CA 91355",,"Law Offices Of Leon J Frommer","(661) 257-8142","5","Thank you so much for your help Atty. Leon J  Frommer and Mr. Art Cardenas. ALL MY DREAMS COME TRUE!!! With your amazing teamwork, I am now a greencard holder with a stable job…","https://www.yellowpages.com/valencia-ca/mip/law-offices-of-leon-j-frommer-1784660?lid=1002004375908","http://www.frommerlaw.com"
"15427 Anacapa Rd, Victorville, CA 92392","The Law Office of Kerrie C. Justice, Inc., A.P.C., in Victorville, California, is a comprehensive family law practice that can help you with visitation, divorce,…","The Law Office of Kerrie C. Justice Inc, A.P.C.","(760) 646-8328",,,"https://www.yellowpages.com/victorville-ca/mip/the-law-office-of-kerrie-c-justice-inc-a-p-c-18146634?lid=1002147542242","http://www.justiceforu.com"
"1304 W Center Ave, Visalia, CA 93291","Our office is looking forward to handling your legal matters in a professional, confidential, and caring manner. Our firm has years of legal experience handling…","Perez Law Firm","(559) 697-4785",,,"https://www.yellowpages.com/visalia-ca/mip/perez-law-firm-18293073?lid=1002120684539","https://www.victorperezlawfirm.com"
"1234 H St Fl 200, Sacramento, CA 95814",,"Eason and Tambornini A Law Corporation","(916) 438-9444","5","Matthew was really helpful and honest in my situation,  attorney you can trust, I would really  recommend him.""","https://www.yellowpages.com/sacramento-ca/mip/eason-and-tambornini-a-law-corporation-18586153?lid=1001854241764","http://www.capcitylaw.com/"
"10893 Alta St, Grass Valley, CA 95945",,"Mustang Firearms and Sporting Goods","(530) 477-6622","5","Al and Brian are great guys, a good place to buy guns, talk guns, old war stories, etc.They go out of their way to HELP........""","https://www.yellowpages.com/grass-valley-ca/mip/mustang-firearms-and-sporting-goods-19881334?lid=1001724476535","http://www.mustangfirearms.com"
"950 County Sq Dr, Ventura, CA 93003","Since 1974, we have served Los Angeles, Santa Barbara and Ventura counties with quality legal services and expert representation. Our attorneys have extensive…","David J Follin Law Offices","(805) 290-4473",,,"https://www.yellowpages.com/ventura-ca/mip/david-j-follin-law-offices-21945482?lid=1002042042816","http://www.davidfollin.com"
"1910 Orange Tree Ln, Redlands, CA 92374","A company 1910 Orange Tree Ln, Redlands, CA, that specializes in Paralegals, Legal Service Plans, Estate Planning, Probate, & Living Trusts, Legal Document…","Ace Paralegal Services","(909) 886-9305",,,"https://www.yellowpages.com/redlands-ca/mip/ace-paralegal-services-21950067?lid=1000825568362",
"South San Francisco, CA 94080","MC Medical Insurance Consultant: Your South San Francisco source for expert medical finance, insurance support, credit posting, patient communication, and…","Durard McKenna & Borg","(650) 753-1661",,,"https://www.yellowpages.com/south-san-francisco-ca/mip/durard-mckenna-borg-21973499?lid=1002080474923","http://mcmedicalinsuranceconsultant.com"
"575 Lennon Ln Ste 150, Walnut Creek, CA 94598","Experienced Trial Lawyers Committed to offering Direct Personal Service. The Law Offices of Mark R. Mittelman, P.C. practices law in Walnut Creek and Contra…","Law Offices of Mark R. Mittelman P.C.","(925) 256-0677",,,"https://www.yellowpages.com/walnut-creek-ca/mip/law-offices-of-mark-r-mittelman-p-c-21995853?lid=1000754140550","http://www.mittellaw.com"
"2820 Camino Dos Rios, Newbury Park, CA 91320","The Law Offices of Gregory M. Hultgren in the Thousand Oaks area is here to assist with your planning process from beginning to end. When a family experiences…","Hultgren Gregory M Law Offices Of","(805) 413-4942",,,"https://www.yellowpages.com/newbury-park-ca/mip/hultgren-gregory-m-law-offices-of-22254138?lid=1002161259685","http://www.integritylaw.net"
"555 Montgomery St, San Francisco, CA 94111",,"Riley Ann Law Offices","(415) 576-1376",,,"https://www.yellowpages.com/san-francisco-ca/mip/riley-ann-law-offices-2288105?lid=1000229833845","http://www.annerileylaw.com"
"215 N Marengo Ave, Pasadena, CA 91101",,"Avila Martha","(626) 449-1112","5","Ms. Avila, is a no-nonsense professional attorney.  The results of my divorce case was far better than I expected, and I would highly recommend her services for any family law…","https://www.yellowpages.com/pasadena-ca/mip/avila-martha-23058147?lid=1000295245630","http://www.avilafamilylaw.net"
"510 W 21st St, Merced, CA 95340","*Estate Planning Trusts & Probate Law","King & King Attorneys at Law","(209) 722-5746",,,"https://www.yellowpages.com/merced-ca/mip/king-king-attorneys-at-law-2480029?lid=1001838053468","http://www.kingandkinglawoffice.com"
"180 Promenade Cir Ste 120, Sacramento, CA 95834","Legacy Law Group® provides quality legal service in the areas of estate planning, business planning, trust and probate administration, special needs trusts and…","Legacy Law Group","(916) 643-2000",,,"https://www.yellowpages.com/sacramento-ca/mip/legacy-law-group-298557?lid=1001692727549","http://www.calegacylaw.com"
"6114 La Salle Ave, Oakland, CA 94611","Laura Robinson, an Attorney since 1988 and in private practice since 2004, has over 30 years of experience winning cases and helping clients get the best…","Law Office Of Laura Robinson","(510) 384-8563",,,"https://www.yellowpages.com/oakland-ca/mip/law-office-of-laura-robinson-3014944?lid=1000115459752","http://www.laurarobinsonlaw.com"
"2440 Camino Ramon, San Ramon, CA 94583","Personal injury litigation","Law Offices Of Anthony C Deichler","(925) 380-9836",,,"https://www.yellowpages.com/san-ramon-ca/mip/law-offices-of-anthony-c-deichler-31045198?lid=1002173406848","http://www.deichlerlaw.com"
"702 Marshall St, Redwood City, CA 94063",,"The Law Offices of Ross Green","(650) 980-7328",,,"https://www.yellowpages.com/redwood-city-ca/mip/the-law-offices-of-ross-green-3149470?lid=1000420022102","http://www.rossgreenlaw.com"
"900 Mohawk St, Bakersfield, CA 93309",,"A American National Notary","(661) 333-7426","5","Armando does an amazing job! He is super knowledgeable and went above and beyond to help us with our mom’s Will, Lease and Power of Attorney. With a room full of family members…","https://www.yellowpages.com/bakersfield-ca/mip/a-american-national-notary-3220535?lid=1001978417151","http://www.bakersfieldnotaryservice.com"
"1730 Capitol Ave, Sacramento, CA 95811",,"Law Office of Sally K. Callahan","(916) 446-1271",,,"https://www.yellowpages.com/sacramento-ca/mip/law-office-of-sally-k-callahan-3560378?lid=1001433799258","http://members.calbar.ca.gov/fal/Member/Detail/57891"
"2150 River Plaza Dr, Sacramento, CA 95833",,"Low McKinley Baleria & Salenko LLP","(916) 231-2400","5","Low, McKinley, Baleria & Salenko are a top notch Sacramento law firm specializing in medical malpractice cases. Steven McKinley is professional, diligent, articulate, hard…","https://www.yellowpages.com/sacramento-ca/mip/low-mckinley-baleria-salenko-llp-358862?lid=1002073224032","http://www.lmblaw.net/"
"2700 Coloma St, Placerville, CA 95667","Aaron Dosh, Attorney at Law specializes in Family Law in El Dorado County and the surrounding counties. He and his staff provide the utmost in professionalism,…","Aaron B Dosh Attorney at Law","(530) 622-0309",,,"https://www.yellowpages.com/placerville-ca/mip/aaron-b-dosh-attorney-at-law-3837391?lid=1000474397456","http://www.DoshLaw.com"
"1321 20th Ave, San Francisco, CA 94122","|Year Established: 2008.","Espey Law Offices","(415) 463-4404",,,"https://www.yellowpages.com/san-francisco-ca/mip/espey-law-offices-3991190?lid=1002062945298","http://www.espeylaw.com"
"115 S School St, Lodi, CA 95240","The Rosā Law Offices are owned and operated by Randy Rosā, with offices in Lodi, Sacramento, Modesto, Manteca, Stockton and Tracy. Randy graduated from Oregon…","Rosa' Law Offices PC","(209) 426-0291",,,"https://www.yellowpages.com/lodi-ca/mip/rosa-law-offices-pc-4059880?lid=1001772815097","http://www.rosalawoffices.com"
"119 Cayuga St, Salinas, CA 93901","Criminal Defense, Felonies, Misdemeanors, Family Law","Allan, Arlene E Aty","(831) 754-4340",,,"https://www.yellowpages.com/salinas-ca/mip/allan-arlene-e-aty-4348128?lid=1002059325628",
"3107 Clayton Rd, Concord, CA 94519","What inspired the creation of the law firm of Elder and Berg more than 35 years ago, and what drives it today, is our belief in your right to justice and due…","Elder & Berg Association Of Attorneys","(925) 676-7991",,,"https://www.yellowpages.com/concord-ca/mip/elder-berg-association-of-attorneys-450765415?lid=1000088473179","http://www.elderandberg.com"
"700 S Claremont St Ste 101, San Mateo, CA 94402",,"Kevin A Taheny","(650) 376-5123",,,"https://www.yellowpages.com/san-mateo-ca/mip/kevin-a-taheny-450932521?lid=1001869282668","http://www.lawkat.com/contact_us.html"
"444 Pearl St, Monterey, CA 93940",,"Espinoza Law Firm","(831) 375-3399",,,"https://www.yellowpages.com/monterey-ca/mip/espinoza-law-firm-451588593?lid=1001961718562","http://espinozalaw.com/"
"101 Ygnacio Valley Rd, Walnut Creek, CA 94596","Founded in 1981, Whiting Fallon & Ross is one of the leading law firms that is located in San Francisco Bay Area. It specializes in the practice of family law,…","Whiting Fallon Ross & Abel LLP","(925) 296-6000",,,"https://www.yellowpages.com/walnut-creek-ca/mip/whiting-fallon-ross-abel-llp-452171734?lid=1001383769528","http://www.disso.com"
"198 N Arrowhead Ave, San Bernardino, CA 92408","With extensive experience in Social Security Law, The Law Offices of William M. Kuntz provide clients with the care, accuracy and dedication expected of seasoned…","Law  Offices Of William M Kuntz","(951) 376-4686",,,"https://www.yellowpages.com/san-bernardino-ca/mip/law-offices-of-william-m-kuntz-453472755?lid=1002032037333","https://kuntzsslaw.com"
,"Areas of Expertise: Construction Law Real Estate Law Business Litigation Partnership Law Aviation Law Horse Law Locations: 300 Montgomery, San Francisco CA 94104…","Carroll Law Offices","(415) 788-7600",,,"https://www.yellowpages.com/nationwide/mip/carroll-law-offices-453510411?lid=1001968169293","https://www.lawofficesanfranciscoca.com"
"7420 Greenhaven Dr Ste 100, Sacramento, CA 95831",,"Lopez Gilberto Jr Law Office of","(916) 665-1122",,,"https://www.yellowpages.com/sacramento-ca/mip/lopez-gilberto-jr-law-office-of-453651361?lid=1001161034670",
"3031 W March Ln, Stockton, CA 95219",,"Rishwain Law Firm The","(209) 472-9100",,,"https://www.yellowpages.com/stockton-ca/mip/rishwain-law-firm-the-455054293?lid=1001643079657","http://rishwainlaw.com"
"3425 Brookside Rd, Stockton, CA 95219","At The Hartmann Law Firm, the core value of our practice is to insure that clients believe that the value of the services they receive are worth more than the…","The Hartmann Law Firm","(209) 956-9940",,,"https://www.yellowpages.com/stockton-ca/mip/the-hartmann-law-firm-455274308?lid=1001707171632","https://www.hartmannlawfirmca.net"
"1100 Mar West St Ste A, Belvedere Tiburon, CA 94920",,"James M Draeger Attorney At Law","(415) 889-5506",,,"https://www.yellowpages.com/belvedere-tiburon-ca/mip/james-m-draeger-attorney-at-law-455969656?lid=1000229878902","http://www.draegerjamesmca.com"
"105 East 10th St, Tracy, CA 95376","Serving Central Valley Residents for more than three decades, our office represents clients in a wide range of legal matters, with a focus on personal injury and…","Bakerink McCusker & Belden","(209) 835-9592",,,"https://www.yellowpages.com/tracy-ca/mip/bakerink-mccusker-belden-456164224?lid=1001778603414","http://www.tracyattorneys.com"
"595 Market St, San Francisco, CA 94105",,"Rosenblatt Erica","(415) 989-3613",,,"https://www.yellowpages.com/san-francisco-ca/mip/rosenblatt-erica-456889602?lid=1001104172121",
"707 Brookside Ave, Redlands, CA 92373",,"Brittain Gregory W Attorney At Law","(909) 335-7335",,,"https://www.yellowpages.com/redlands-ca/mip/brittain-gregory-w-attorney-at-law-456967414?lid=1002167124511","http://www.gbrittainlaw.com"
"Visalia, CA 93277",,"Marshall Scott E Atty At Law","(559) 625-5052",,,"https://www.yellowpages.com/visalia-ca/mip/marshall-scott-e-atty-at-law-459141953?lid=1001509381943","http://visaliaattorney.com"
"641 Flume St, Chico, CA 95928","Family Law, Estate Planning, Landlord & Tenant, Wills, Trusts & Estate.","Henderson And Howard Law Offices Of","(530) 899-5100",,,"https://www.yellowpages.com/chico-ca/mip/henderson-and-howard-law-offices-of-459493893?lid=1001816458316","http://www.butteglennlaw.com/"
"5120 Shoreham Pl, San Diego, CA 92122","Nydegger & Associates is an intellectual property law firm specializing in technology transfer, patents, trademarks, copyrights, trade secrets and unfair…","Nydegger & Associates","(619) 688-1300",,,"https://www.yellowpages.com/san-diego-ca/mip/nydegger-associates-460119829?lid=1000839506471","http://www.nydegger.com"
"San Luis Obispo, CA 93406","*Please Visit Our Web Site for More Information","Kennedy Matthew Attorney At Law","(805) 544-5002",,,"https://www.yellowpages.com/san-luis-obispo-ca/mip/kennedy-matthew-attorney-at-law-460197464?lid=1000090189739","http://www.kennedylawrealty.com"
"16776 Bernardo Center Dr, San Diego, CA 92128",,"Law Office of Pamela Kleinkauf","(858) 675-1105","5","I have had many conversations with Pamela regarding area of her practice and have found her to be very knowledgable with a great record of cases served. Pamela's follow through…","https://www.yellowpages.com/san-diego-ca/mip/law-office-of-pamela-kleinkauf-461603092?lid=1000088618193","http://pamelakleinkauf.com"
"2020 Eye St, Bakersfield, CA 93301",,"Law Offices Of Timothy Kleier","(661) 323-1677","5","Tim Kleier is a rare find-a forthright attorney. If he cannot help you, he will refer you to someone who can. I am so glad I paid him to look over some legal documents, and…","https://www.yellowpages.com/bakersfield-ca/mip/law-offices-of-timothy-kleier-461697124?lid=1001459148689",
"362 W 6th St, San Bernardino, CA 92401","We are a Law Office specializing in Personal Injury Law including Automobile Accidents, Workplace Injuries, Bicycle Accidents, Pedestrian vs. Vehicle, Slips and…","Krasney Law","(909) 328-6419",,,"https://www.yellowpages.com/san-bernardino-ca/mip/krasney-law-461698184?lid=1002081795969","https://krasneylaw.net/?utm_source=DexYP_LocalAds_Krasney&utm_medium=DexYP_LocalAds_Krasney&utm_campaign=DexYP_LocalAds_Krasney"
"1301 L St, Bakersfield, CA 93301","*Over 15 Years Experience *Specializing in Wills, Trusts, Estate Planning, Probate Law, Guardianships, Conservatorships, and Criminal Law","Law Office of David A Evers","(661) 243-8385",,,"https://www.yellowpages.com/bakersfield-ca/mip/law-office-of-david-a-evers-461698267?lid=1000423902110","http://lawofficeofdavidaevers.com/"
"3125 Clayton Rd. Suite #2, Concord, CA 94519",,"Hooy & Hooy PLC","(925) 357-9417","3","Bob did an excellent Job taking care of a legal problem for us. He is somone that I would highly recommend. He is honest and knows the law.""","https://www.yellowpages.com/concord-ca/mip/hooy-hooy-plc-461706239?lid=400332257","http://www.hooy.com"
"699 Peters Ave, Pleasanton, CA 94566","* Quality Representation * Reasonable Rates Please Visit Our Website For More Information","Chamberlin John T Law Office","(925) 485-9666",,,"https://www.yellowpages.com/pleasanton-ca/mip/chamberlin-john-t-law-office-461708234?lid=1001722486132","http://www.johnchamberlinlaw.com"
"675 N 1st St Ste 745, San Jose, CA 95112",".William W. Stahl is an immigration law expert who concentrates in the areas of employment and family based immigration, political asylum, and naturalization, in…","Stahl William W Inc","(408) 298-0505",,,"https://www.yellowpages.com/san-jose-ca/mip/stahl-william-w-inc-461713874?lid=1000088471866","http://www.stahlvisa.com"
"501 W Broadway Ste 800, San Diego, CA 92101",,"Law Offices of David M. Boertje","(619) 229-1870","5","I highly recommend Mr. Boertje to anyone needing a good criminal attorney in the San Diego area.  He helped me on my case and got all my criminal charges dropped.""","https://www.yellowpages.com/san-diego-ca/mip/law-offices-of-david-m-boertje-461725348?lid=1000604479148","http://www.boertjelaw.com"
"650 California St Fl 26, San Francisco, CA 94108",,"Walkup Melodia Kelly-Schnbrgr","(415) 915-9862","5","If you ask any other attorney in Northern California, they will ALL agree that this law firm is the best in every regard.""","https://www.yellowpages.com/san-francisco-ca/mip/walkup-melodia-kelly-schnbrgr-461725589?lid=1002008155991","http://www.walkuplawoffice.com"
"2121 N California Blvd Ste 290, Walnut Creek, CA 94596",,"Law Office of Beverly J. Lavin","(925) 686-0793",,,"https://www.yellowpages.com/walnut-creek-ca/mip/law-office-of-beverly-j-lavin-461727694?lid=1000088619324","http://www.lawofficeofbeverlylavin.com"
"3030 Bridgeway Ste 130, Sausalito, CA 94965",,"Weaver Paula M","(415) 332-3561",,,"https://www.yellowpages.com/sausalito-ca/mip/weaver-paula-m-461986046?lid=1001739475100","http://weavermcgrathlaw.com"
"420 Redcliff Dr, Redding, CA 96002",,"Carr Kennedy Peterson & Frost A Law Corporation","(530) 395-3641",,,"https://www.yellowpages.com/redding-ca/mip/carr-kennedy-peterson-frost-a-law-corporation-461999365?lid=1000094243606","http://www.ckpf.com"
"308 Main St Ste 3, Nevada City, CA 95959","Thank you for choosing Jones M Catherine attorney in Nevada City, CA. Please call today for a consultation at 530-478-1004. We look forward to working with you!","Jones M Catherine Attorney","(530) 265-4004",,,"https://www.yellowpages.com/nevada-city-ca/mip/jones-m-catherine-attorney-462002318?lid=1001657187339","http://www.mcjlawoffice.com"
"2204 Truxtun Ave, Bakersfield, CA 93301","Call For More Info","Perlman Scott D Law Offices","(661) 328-1986",,,"https://www.yellowpages.com/bakersfield-ca/mip/perlman-scott-d-law-offices-462069854?lid=1001707171627","http://www.perlmanesa.com"
"6103 N 1st St, Fresno, CA 93710","Do you need legal representation? Someone to stand up for your rights? Have you been injured in a car accident? Hurt on the job? Suffered an injury or loss?…","Hernandez Law Offices","(559) 500-3859",,,"https://www.yellowpages.com/fresno-ca/mip/hernandez-law-offices-462557570?lid=1001802307269","http://hernandezlawfresno.com"
"1615 Bunker Hill Way, Salinas, CA 93906",,"Luna Levering Holmes & Nale","(831) 444-7901",,,"https://www.yellowpages.com/salinas-ca/mip/luna-levering-holmes-nale-462626707?lid=1001616293946","http://llhwclaw.com"
"55 1st St, Lakeport, CA 95453","Thomas C Quinn Law Offices is a privately held company in Lakeport, CA. Categorized under Lawyers and Attorneys.","Quinn Thomas C","(707) 275-9751",,,"https://www.yellowpages.com/lakeport-ca/mip/quinn-thomas-c-463242479?lid=1001037354013",
"401 B St Ste 2010, San Diego, CA 92101","Elizabeth G. Blust entered law school with the intent of becoming a real estate lawyer, but soon after passing the bar, she realized that her true calling was…","Elizabeth G Blust Attorney At Law","(619) 908-1064","5",,"https://www.yellowpages.com/san-diego-ca/mip/elizabeth-g-blust-attorney-at-law-464583282?lid=1002044018385","http://www.mycaliforniaestatelawyer.com"
"531 H St, Chula Vista, CA 91910",,"Law Offices of William D. Daley","(619) 426-2685","5","Attorney Daly is a well known South Bay Lawyer with a proven track record for over 30 years.   His firm specializes in Family Law and Criminal Law representation.  ----- Coach…","https://www.yellowpages.com/chula-vista-ca/mip/law-offices-of-william-d-daley-465434760?lid=1002025390031","http://www.wddaleylaw.com"
"9330 Baseline Rd Ste 100, Rancho Cucamonga, CA 91701",,"Cleveland & Metz Law Offices","(909) 552-6420","5","I just settled my case with Charles Cleveland and I'm very happy with the results. It took two years but I got money for my disability and a voucher to go to school. Mr.…","https://www.yellowpages.com/rancho-cucamonga-ca/mip/cleveland-metz-law-offices-465936009?lid=1002070103965","http://www.clevelandmetzlaw.com"
"828 University Ave, Sacramento, CA 95825",,"Bender Barbara Attorney At Law","(916) 550-5313",,,"https://www.yellowpages.com/sacramento-ca/mip/bender-barbara-attorney-at-law-465957650?lid=1001692725335",
